Continent,Country,MonthYear,Year,Month,Avg_Population_Density,Avg_Fertility_Rate,Avg_GDP_PPP,Avg_Corruption,Avg_Government_Effectiveness,Avg_Political_Stability,Avg_Rule_of_Law,Avg_Government_Healthcare_Spend,Avg_Urban_Population,Avg_Smoking_Prevalence,Avg_Tourism,Avg_Women_In_Parliament,Avg_Obesity_Rate,Demographics_Recorded_Year,Avg_Diabetes Prevelance % of Population 20-79,Avg_Labour Force Total,Avg_Population,Avg_Population Aged 65 and above % of Total,Avg_Urban Population,Avg_Death Rate Per 1000 (2017),"Avg_PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) (2017)","Avg_PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) (2017)"
Asia,Sri Lanka,Aug-2020,2020,8,341,1.99,12400,-0.3355435,-0.2353793,-0.1831642,0.0263234,0.4294904,,0.13,2334000,0.05333333,0.052,2019,10.7,8938985,21803000,10.83880576,4052088,6.554,11.09961724,45.53841726
Asia,Sri Lanka,Sep-2020,2020,9,341,1.99,12400,-0.3355435,-0.2353793,-0.1831642,0.0263234,0.4294904,,0.13,2334000,0.05333333,0.052,2019,10.7,8938985,21803000,10.83880576,4052088,6.554,11.09961724,45.53841726
Asia,Sri Lanka,Oct-2020,2020,10,341,1.99,12400,-0.3355435,-0.2353793,-0.1831642,0.0263234,0.4294904,,0.13,2334000,0.05333333,0.052,2019,10.7,8938985,21803000,10.83880576,4052088,6.554,11.09961724,45.53841726
Asia,Syria,Mar-2020,2020,3,95.3,2.73,2910,-1.626812,-1.671169,-2.739623,-2.047868,,0.322,,,0.132,0.278,2019,13.5,5191550,17070135,4.691855102,9358019,5.584,43.75725947,100
Asia,Syria,Apr-2020,2020,4,95.3,2.73,2910,-1.626812,-1.671169,-2.739623,-2.047868,,0.322,,,0.132,0.278,2019,13.5,5191550,17070135,4.691855102,9358019,5.584,43.75725947,100
Asia,Syria,May-2020,2020,5,95.3,2.73,2910,-1.626812,-1.671169,-2.739623,-2.047868,,0.322,,,0.132,0.278,2019,13.5,5191550,17070135,4.691855102,9358019,5.584,43.75725947,100
Asia,Syria,Jun-2020,2020,6,95.3,2.73,2910,-1.626812,-1.671169,-2.739623,-2.047868,,0.322,,,0.132,0.278,2019,13.5,5191550,17070135,4.691855102,9358019,5.584,43.75725947,100
Asia,Syria,Jul-2020,2020,7,95.3,2.73,2910,-1.626812,-1.671169,-2.739623,-2.047868,,0.322,,,0.132,0.278,2019,13.5,5191550,17070135,4.691855102,9358019,5.584,43.75725947,100
Asia,Syria,Aug-2020,2020,8,95.3,2.73,2910,-1.626812,-1.671169,-2.739623,-2.047868,,0.322,,,0.132,0.278,2019,13.5,5191550,17070135,4.691855102,9358019,5.584,43.75725947,100
Asia,Syria,Sep-2020,2020,9,95.3,2.73,2910,-1.626812,-1.671169,-2.739623,-2.047868,,0.322,,,0.132,0.278,2019,13.5,5191550,17070135,4.691855102,9358019,5.584,43.75725947,100
Asia,Syria,Oct-2020,2020,10,95.3,2.73,2910,-1.626812,-1.671169,-2.739623,-2.047868,,0.322,,,0.132,0.278,2019,13.5,5191550,17070135,4.691855102,9358019,5.584,43.75725947,100
Asia,Tajikistan,May-2020,2020,5,68.1,3.18,3230,-1.415102,-1.097704,-0.7243188,-1.282616,0.2900392,,,1035000,0.1904762,0.142,2019,6.1,2464790,9321018,3.085961212,2545477,4.961,46.15218537,100
Asia,Tajikistan,Jun-2020,2020,6,68.1,3.18,3230,-1.415102,-1.097704,-0.7243188,-1.282616,0.2900392,,,1035000,0.1904762,0.142,2019,6.1,2464790,9321018,3.085961212,2545477,4.961,46.15218537,100
Asia,Tajikistan,Jul-2020,2020,7,68.1,3.18,3230,-1.415102,-1.097704,-0.7243188,-1.282616,0.2900392,,,1035000,0.1904762,0.142,2019,6.1,2464790,9321018,3.085961212,2545477,4.961,46.15218537,100
Asia,Tajikistan,Aug-2020,2020,8,68.1,3.18,3230,-1.415102,-1.097704,-0.7243188,-1.282616,0.2900392,,,1035000,0.1904762,0.142,2019,6.1,2464790,9321018,3.085961212,2545477,4.961,46.15218537,100
Asia,Tajikistan,Sep-2020,2020,9,68.1,3.18,3230,-1.415102,-1.097704,-0.7243188,-1.282616,0.2900392,,,1035000,0.1904762,0.142,2019,6.1,2464790,9321018,3.085961212,2545477,4.961,46.15218537,100
Asia,Tajikistan,Oct-2020,2020,10,68.1,3.18,3230,-1.415102,-1.097704,-0.7243188,-1.282616,0.2900392,,,1035000,0.1904762,0.142,2019,6.1,2464790,9321018,3.085961212,2545477,4.961,46.15218537,100
Asia,Thailand,Dec-2019,2019,12,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,Jan-2020,2020,1,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,Feb-2020,2020,2,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,Mar-2020,2020,3,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,Apr-2020,2020,4,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,May-2020,2020,5,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,Jun-2020,2020,6,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,Jul-2020,2020,7,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,Aug-2020,2020,8,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,Sep-2020,2020,9,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Thailand,Oct-2020,2020,10,137,1.43,17900,-0.3988041,0.3499596,-0.733099,0.0232979,0.7612762,0.204,0.199,38178000,0.162,0.1,2019,7,38989896,69625582,12.40625033,35294600,7.559,26.25672656,100
Asia,Turkey,Mar-2020,2020,3,110,1.98,25500,-0.3353838,0.0060968,-1.328783,-0.3192984,0.7771027,0.37,0.272,45768000,0.1744967,0.321,2019,11.1,33368843,83429615,8.726283826,63097818,5.394,44.31152568,100
Asia,Turkey,Apr-2020,2020,4,110,1.98,25500,-0.3353838,0.0060968,-1.328783,-0.3192984,0.7771027,0.37,0.272,45768000,0.1744967,0.321,2019,11.1,33368843,83429615,8.72628382599999,63097818,5.394,44.31152568,100
Asia,Turkey,May-2020,2020,5,110,1.98,25500,-0.3353838,0.0060968,-1.328783,-0.3192984,0.7771027,0.37,0.272,45768000,0.1744967,0.321,2019,11.1,33368843,83429615,8.72628382599999,63097818,5.394,44.31152568,100
Asia,Turkey,Jun-2020,2020,6,110,1.98,25500,-0.3353838,0.0060968,-1.328783,-0.3192984,0.7771027,0.37,0.272,45768000,0.1744967,0.321,2019,11.1,33368843,83429615,8.72628382599999,63097818,5.394,44.31152568,100
Asia,Turkey,Jul-2020,2020,7,110,1.98,25500,-0.3353838,0.0060968,-1.328783,-0.3192984,0.7771027,0.37,0.272,45768000,0.1744967,0.321,2019,11.1,33368843,83429615,8.72628382599999,63097818,5.394,44.31152568,100
Asia,Turkey,Aug-2020,2020,8,110,1.98,25500,-0.3353838,0.0060968,-1.328783,-0.3192984,0.7771027,0.37,0.272,45768000,0.1744967,0.321,2019,11.1,33368843,83429615,8.72628382599999,63097818,5.394,44.31152568,100
Asia,Turkey,Sep-2020,2020,9,110,1.98,25500,-0.3353838,0.0060968,-1.328783,-0.3192984,0.7771027,0.37,0.272,45768000,0.1744967,0.321,2019,11.1,33368843,83429615,8.72628382599999,63097818,5.394,44.31152568,100
Asia,Turkey,Oct-2020,2020,10,110,1.98,25500,-0.3353838,0.0060968,-1.328783,-0.3192984,0.7771027,0.37,0.272,45768000,0.1744967,0.321,2019,11.1,33368843,83429615,8.726283826,63097818,5.394,44.31152568,100
Asia,United Arab Emirates,Dec-2019,2019,12,118,1.69,65300,1.151608,1.431291,0.7432382,0.8064476,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,Jan-2020,2020,1,118,1.69,65300,1.151608,1.431291,0.7432382,0.806447599999999,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,Feb-2020,2020,2,118,1.69,65300,1.151608,1.431291,0.7432382,0.8064476,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,Mar-2020,2020,3,118,1.69,65300,1.151608,1.431291,0.7432382,0.806447599999999,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,Apr-2020,2020,4,118,1.69,65300,1.151608,1.431291,0.7432382,0.8064476,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,May-2020,2020,5,118,1.69,65300,1.151608,1.431291,0.7432382,0.806447599999999,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,Jun-2020,2020,6,118,1.69,65300,1.151608,1.431291,0.7432382,0.8064476,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,Jul-2020,2020,7,118,1.69,65300,1.151608,1.431291,0.7432382,0.806447599999999,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,Aug-2020,2020,8,118,1.69,65300,1.151608,1.431291,0.7432382,0.806447599999999,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,Sep-2020,2020,9,118,1.69,65300,1.151608,1.431291,0.7432382,0.8064476,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,United Arab Emirates,Oct-2020,2020,10,118,1.69,65300,1.151608,1.431291,0.7432382,0.8064476,0.7197389,0.605,0.289,21286000,0.5,0.317,2019,16.3,6840917,9770529,1.156549456,8479744,1.429,40.91750982,100
Asia,Uzbekistan,Mar-2020,2020,3,78.7,2.18,6790,-1.068714,-0.5470828,-0.283422,-1.073632,0.4329955,0.0742,0.126,5346000,0.16,0.166,2019,6.5,15555948,33580650,4.595215725,16935729,5,28.4559012,100
Asia,Uzbekistan,Apr-2020,2020,4,78.7,2.18,6790,-1.068714,-0.5470828,-0.283422,-1.073632,0.4329955,0.0742,0.126,5346000,0.16,0.166,2019,6.5,15555948,33580650,4.595215725,16935729,5,28.4559012,100
Asia,Uzbekistan,May-2020,2020,5,78.7,2.18,6790,-1.068714,-0.5470828,-0.283422,-1.073632,0.4329955,0.0742,0.126,5346000,0.16,0.166,2019,6.5,15555948,33580650,4.595215725,16935729,5,28.4559012,100
Asia,Uzbekistan,Jun-2020,2020,6,78.7,2.18,6790,-1.068714,-0.5470828,-0.283422,-1.073632,0.4329955,0.0742,0.126,5346000,0.16,0.166,2019,6.5,15555948,33580650,4.595215725,16935729,5,28.4559012,100
Asia,Uzbekistan,Jul-2020,2020,7,78.7,2.18,6790,-1.068714,-0.5470828,-0.283422,-1.073632,0.4329955,0.0742,0.126,5346000,0.16,0.166,2019,6.5,15555948,33580650,4.595215725,16935729,5,28.4559012,100
Asia,Uzbekistan,Aug-2020,2020,8,78.7,2.18,6790,-1.068714,-0.5470828,-0.283422,-1.073632,0.4329955,0.0742,0.126,5346000,0.16,0.166,2019,6.5,15555948,33580650,4.595215725,16935729,5,28.4559012,100
Asia,Uzbekistan,Sep-2020,2020,9,78.7,2.18,6790,-1.068714,-0.5470828,-0.283422,-1.073632,0.4329955,0.0742,0.126,5346000,0.16,0.166,2019,6.5,15555948,33580650,4.595215725,16935729,5,28.4559012,100
Asia,Uzbekistan,Oct-2020,2020,10,78.7,2.18,6790,-1.068714,-0.5470828,-0.283422,-1.073632,0.4329955,0.0742,0.126,5346000,0.16,0.166,2019,6.5,15555948,33580650,4.595215725,16935729,5,28.4559012,100
Asia,Vietnam,Dec-2019,2019,12,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.253,29.62672834,100
Asia,Vietnam,Jan-2020,2020,1,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.25299999999999,29.62672834,100
Asia,Vietnam,Feb-2020,2020,2,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.253,29.62672834,100
Asia,Vietnam,Mar-2020,2020,3,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.25299999999999,29.62672834,100
Asia,Vietnam,Apr-2020,2020,4,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.253,29.62672834,100
Asia,Vietnam,May-2020,2020,5,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.25299999999999,29.62672834,100
Asia,Vietnam,Jun-2020,2020,6,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.253,29.62672834,100
Asia,Vietnam,Jul-2020,2020,7,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.25299999999999,29.62672834,100
Asia,Vietnam,Aug-2020,2020,8,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.25299999999999,29.62672834,100
Asia,Vietnam,Sep-2020,2020,9,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.253,29.62672834,100
Asia,Vietnam,Oct-2020,2020,10,314,1.94,7350,-0.4853567,-0.0034448,0.2032657,-0.0032823,0.4862287,0.173,0.228,15498000,0.2672065,0.021,2019,6,57364650,96462106,7.553672942,35332140,6.253,29.62672834,100
Asia,Yemen,Apr-2020,2020,4,56.5,3.61,2330,-1.637971,-2.244354,-3.002496,-1.790394,,0.0986,0.184,,0.003322259,0.171,2019,5.4,6734980,29161922,2.902140675,10869523,5.978,50.45600689,100
Asia,Yemen,May-2020,2020,5,56.5,3.61,2330,-1.637971,-2.244354,-3.002496,-1.790394,,9.85999999999999e-02,0.184,,0.003322259,0.171,2019,5.4,6734980,29161922,2.902140675,10869523,5.978,50.45600689,100
Asia,Yemen,Jun-2020,2020,6,56.5,3.61,2330,-1.637971,-2.244354,-3.002496,-1.790394,,0.0986,0.184,,0.003322259,0.171,2019,5.4,6734980,29161922,2.902140675,10869523,5.978,50.45600689,100
Asia,Yemen,Jul-2020,2020,7,56.5,3.61,2330,-1.637971,-2.244354,-3.002496,-1.790394,,9.85999999999999e-02,0.184,,0.003322259,0.171,2019,5.4,6734980,29161922,2.902140675,10869523,5.978,50.45600689,100
Asia,Yemen,Aug-2020,2020,8,56.5,3.61,2330,-1.637971,-2.244354,-3.002496,-1.790394,,9.85999999999999e-02,0.184,,0.003322259,0.171,2019,5.4,6734980,29161922,2.902140675,10869523,5.978,50.45600689,100
Asia,Yemen,Sep-2020,2020,9,56.5,3.61,2330,-1.637971,-2.244354,-3.002496,-1.790394,,0.0986,0.184,,0.003322259,0.171,2019,5.4,6734980,29161922,2.902140675,10869523,5.978,50.45600689,100
Asia,Yemen,Oct-2020,2020,10,56.5,3.61,2330,-1.637971,-2.244354,-3.002496,-1.790394,,0.0986,0.184,,0.003322259,0.171,2019,5.4,6734980,29161922,2.902140675,10869523,5.978,50.45600689,100
Europe,Albania,Mar-2020,2020,3,105,1.7,13200,-0.5218667,0.114788,0.3821,-0.392243,,,0.287,5340000,0.295082,0.217,2019,9,1313923,2854191,14.20263062,1747593,7.714,18.20060252,100
Europe,Albania,Apr-2020,2020,4,105,1.7,13200,-0.5218667,0.114788,0.3821,-0.392243,,,0.287,5340000,0.295082,0.217,2019,9,1313923,2854191,14.20263062,1747593,7.714,18.20060252,100
Europe,Albania,May-2020,2020,5,105,1.7,13200,-0.5218667,0.114788,0.3821,-0.392243,,,0.287,5340000,0.295082,0.217,2019,9,1313923,2854191,14.20263062,1747593,7.714,18.20060252,100
Europe,Albania,Jun-2020,2020,6,105,1.7,13200,-0.5218667,0.114788,0.3821,-0.392243,,,0.287,5340000,0.295082,0.217,2019,9,1313923,2854191,14.20263062,1747593,7.714,18.20060252,100
Europe,Albania,Jul-2020,2020,7,105,1.7,13200,-0.5218667,0.114788,0.3821,-0.392243,,,0.287,5340000,0.295082,0.217,2019,9,1313923,2854191,14.20263062,1747593,7.714,18.20060252,100
Europe,Albania,Aug-2020,2020,8,105,1.7,13200,-0.5218667,0.114788,0.3821,-0.392243,,,0.287,5340000,0.295082,0.217,2019,9,1313923,2854191,14.20263062,1747593,7.714,18.20060252,100
Europe,Albania,Sep-2020,2020,9,105,1.7,13200,-0.5218667,0.114788,0.3821,-0.392243,,,0.287,5340000,0.295082,0.217,2019,9,1313923,2854191,14.20263062,1747593,7.714,18.20060252,100
Europe,Albania,Oct-2020,2020,10,105,1.7,13200,-0.5218667,0.114788,0.3821,-0.392243,,,0.287,5340000,0.295082,0.217,2019,9,1313923,2854191,14.20263062,1747593,7.714,18.20060252,100
Europe,Andorra,Mar-2020,2020,3,164,,55000,1.238614,1.944976,1.425432,1.607738,0.4903199,,0.335,3042000,0.4642857,0.256,2019,7.7,,77142,,67873,,10.30762139,17.82445949
Europe,Andorra,Apr-2020,2020,4,164,,55000,1.238614,1.944976,1.425432,1.607738,0.4903199,,0.335,3042000,0.4642857,0.256,2019,7.7,,77142,,67873,,10.30762139,17.82445949
Europe,Andorra,May-2020,2020,5,164,,55000,1.238614,1.944976,1.425432,1.607738,0.4903199,,0.335,3042000,0.4642857,0.256,2019,7.7,,77142,,67873,,10.30762139,17.82445949
Europe,Andorra,Jun-2020,2020,6,164,,55000,1.238614,1.944976,1.425432,1.607738,0.4903199,,0.335,3042000,0.4642857,0.256,2019,7.7,,77142,,67873,,10.30762139,17.82445949
Europe,Andorra,Jul-2020,2020,7,164,,55000,1.238614,1.944976,1.425432,1.607738,0.4903199,,0.335,3042000,0.4642857,0.256,2019,7.7,,77142,,67873,,10.30762139,17.82445949
Europe,Andorra,Aug-2020,2020,8,164,,55000,1.238614,1.944976,1.425432,1.607738,0.4903199,,0.335,3042000,0.4642857,0.256,2019,7.7,,77142,,67873,,10.30762139,17.82445949
Europe,Andorra,Sep-2020,2020,9,164,,55000,1.238614,1.944976,1.425432,1.607738,0.4903199,,0.335,3042000,0.4642857,0.256,2019,7.7,,77142,,67873,,10.30762139,17.82445949
Europe,Andorra,Oct-2020,2020,10,164,,55000,1.238614,1.944976,1.425432,1.607738,0.4903199,,0.335,3042000,0.4642857,0.256,2019,7.7,,77142,,67873,,10.30762139,17.82445949
Europe,Armenia,Dec-2019,2019,12,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,Jan-2020,2020,1,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,Feb-2020,2020,2,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,Mar-2020,2020,3,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,Apr-2020,2020,4,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,May-2020,2020,5,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,Jun-2020,2020,6,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,Jul-2020,2020,7,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,Aug-2020,2020,8,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,Sep-2020,2020,9,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Armenia,Oct-2020,2020,10,104,1.59,10200,-0.3491127,-0.0243394,-0.4187803,-0.1500262,0.1324467,0.366,0.241,1652000,0.2348485,0.202,2019,6.1,1303565,2957731,11.48366772,1869848,9.862,32.52811834,100
Europe,Austria,Dec-2019,2019,12,109,1.54,47300,1.596262,1.453342,0.9175232,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,Jan-2020,2020,1,109,1.54,47300,1.596262,1.453342,0.917523200000001,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,Feb-2020,2020,2,109,1.54,47300,1.596262,1.453342,0.917523200000001,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,Mar-2020,2020,3,109,1.54,47300,1.596262,1.453342,0.917523200000001,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,Apr-2020,2020,4,109,1.54,47300,1.596262,1.453342,0.917523200000001,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,May-2020,2020,5,109,1.54,47300,1.596262,1.453342,0.917523200000001,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,Jun-2020,2020,6,109,1.54,47300,1.596262,1.453342,0.917523200000001,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,Jul-2020,2020,7,109,1.54,47300,1.596262,1.453342,0.917523200000001,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,Aug-2020,2020,8,109,1.54,47300,1.596262,1.453342,0.917523200000001,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,Sep-2020,2020,9,109,1.54,47300,1.596262,1.453342,0.917523200000001,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Austria,Oct-2020,2020,10,109,1.54,47300,1.596262,1.453342,0.9175232,1.875834,0.7239254,0.216,0.296,30816000,0.3934426,0.201,2019,6.6,4613292,8877067,19.07560629,5194416,9.5,12.47796673,85.05153767
Europe,Azerbaijan,Dec-2019,2019,12,123,2.01,16400,-0.8286031,-0.1004674,-0.6967331,-0.6002176,0.1510732,0.231,0.208,2633000,0.1680672,0.199,2019,6.1,5103137,10023318,6.44638912,5616165,5.8,19.92866362,100
Europe,Azerbaijan,Jan-2020,2020,1,123,2.01,16400,-0.8286031,-0.1004674,-0.6967331,-0.6002176,0.1510732,0.231,0.208,2633000,0.1680672,0.199,2019,6.1,5103137,10023318,6.44638912,5616165,5.8,19.92866362,100
Europe,Azerbaijan,Feb-2020,2020,2,123,2.01,16400,-0.8286031,-0.1004674,-0.6967331,-0.6002176,0.1510732,0.231,0.208,2633000,0.1680672,0.199,2019,6.1,5103137,10023318,6.44638912,5616165,5.8,19.92866362,100
Europe,Azerbaijan,Mar-2020,2020,3,123,2.01,16400,-0.8286031,-0.1004674,-0.6967331,-0.6002176,0.1510732,0.231,0.208,2633000,0.1680672,0.199,2019,6.1,5103137,10023318,6.44638912,5616165,5.8,19.92866362,100
Europe,Azerbaijan,Apr-2020,2020,4,123,2.01,16400,-0.8286031,-0.1004674,-0.6967331,-0.6002176,0.1510732,0.231,0.208,2633000,0.1680672,0.199,2019,6.1,5103137,10023318,6.44638912,5616165,5.8,19.92866362,100
